|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|7|1|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|7|1|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|2|2|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|0|1|0|0|0|0|0|0|0|0|0|0|0|0||
|1|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
